listing_id,high,medium,low
7170325,0.10325770335426265,0.3596148135078724,0.5371274831378648
7092344,0.09126872275074037,0.3469623437571798,0.5617689334920797
7158677,0.04057638306944537,0.23768264569919434,0.7217409712313598
7211212,0.053567123368148596,0.24310540487372506,0.7033274717581265
7225292,0.016833713170145995,0.12538078521691312,0.8577855016129405
7226687,0.14779137868563302,0.3873865865315892,0.4648220347827779
7126989,0.07830117803588263,0.329998222422083,0.5917005995420342
7114138,0.1752859804035366,0.3923593398861999,0.4323546797102631
7131094,0.1643209397541356,0.3395425498734689,0.4961365103723957
7224815,0.015342999676560977,0.10965816141052968,0.8749988389129093
7107333,0.011223714244744123,0.09350125689785639,0.8952750288573996
7088993,0.14715882036892183,0.4081848033158066,0.44465637631527133
7216312,0.09983646093682053,0.3534605965549397,0.5467029425082398
7140668,0.025692859529518663,0.15962478221169998,0.8146823582587813
7141160,0.02429562507062863,0.16233272513627464,0.8133716497930965
7753784,0.08727071442693726,0.30630876582574906,0.606420519747314
7140840,0.06568961655454673,0.2830912084537763,0.6512191749916771
7172046,0.08605260973143314,0.3242272328913211,0.5897201573772459
7168225,0.019949079040464713,0.13693607296048743,0.8431148479990477
7213185,0.008362362063566659,0.03132700727243989,0.9603106306639932
7206465,0.056800305035095394,0.2318201165698151,0.7113795783950894
7134612,0.011034803129146615,0.09207636675383413,0.8968888301170189
7156935,0.008484493757829704,0.07513885691105636,0.916376649331114
7096161,0.015501984100264548,0.12110743198381006,0.8633905839159254
7131812,0.07586889003811821,0.31677773289644745,0.6073533770654342
7185840,0.060707799129681786,0.23830723982041974,0.7009849610498988
7114220,0.007624015614697724,0.04114340384621549,0.9512325805390871
7231209,0.07326466860681166,0.31069145801289866,0.6160438733802897
7229242,0.04932657340313079,0.21465300095084436,0.7360204256460249
7089887,0.05000186917361767,0.2681240432640043,0.681874087562378
7217009,0.04652612083472098,0.24077117613097518,0.7127027030343037
7167986,0.20821453386280545,0.309956032592537,0.48182943354465757
7126940,0.14663020188425616,0.3983063478395603,0.45506345027618295
7159596,0.10143982848238131,0.3621146062737561,0.5364455652438627
7111210,0.20695133830277035,0.41674633782630793,0.3763023238709215
7152345,0.04668939561175472,0.17480485300026852,0.7785057513879768
7204899,0.04920733199212778,0.2395730646186702,0.7112196033892019
7230245,0.18463483777103779,0.3365062187117512,0.47885894351721076
7211226,0.02081169777368637,0.10132903115273645,0.8778592710735772
7195563,0.02990602430808245,0.18590314833315214,0.7841908273587651
7181313,0.10558489291790986,0.3605985677235987,0.5338165393584912
7206858,0.009642680546577784,0.09051752657512044,0.8998397928783017
7126878,0.1376523080654437,0.34894994004107277,0.5133977518934838
7174518,0.005342409095002552,0.02950305349114079,0.9651545374138567
7209804,0.06767952980029501,0.2873989690280564,0.6449215011716486
7119598,0.00876183018407859,0.0862297592867887,0.9050084105291328
7133917,0.007977959721882907,0.06506903020853508,0.9269530100695823
7174224,0.0777583911196872,0.31579564525127635,0.6064459636290367
7157060,0.15540949788539996,0.4099929621431465,0.4345975399714534
7173006,0.07514993092102512,0.23863134777869446,0.6862187213002805
7216314,0.023097590704012603,0.15885179468004965,0.8180506146159381
7219476,0.00846956884156303,0.0736952562310047,0.9178351749274325
7139119,0.01276832642541702,0.09627743200189527,0.8909542415726874
7206653,0.03704502475783986,0.20562230559648292,0.7573326696456771
7091061,0.10188684085529075,0.34291332577491984,0.5551998333697896
7097027,0.052986019089886184,0.2451573460948542,0.7018566348152594
7106145,0.13373593136391884,0.370617102977424,0.49564696565865735
7167352,0.035949625889617885,0.18945558095475565,0.7745947931556263
7168370,0.007191435575676856,0.049383248758293176,0.9434253156660298
7097907,0.039954040321494,0.1693723505795543,0.7906736090989517
7231268,0.1366466014662072,0.3808190998986626,0.4825342986351301
7136953,0.07073761426461952,0.3203077074357415,0.6089546782996391
7163499,0.011321819355063205,0.09774579989008712,0.8909323807548497
7205089,0.05483462172414691,0.23620550130498913,0.7089598769708637
7215442,0.012326842814466952,0.10896580907846504,0.8787073481070682
7221305,0.013727994691937079,0.095183926203303,0.8910880791047602
7218351,0.10542379392812141,0.3631690690367989,0.5314071370350795
7148695,0.07949954443119613,0.29374127169473657,0.6267591838740671
7134031,0.11123225750383538,0.30958485474599406,0.5791828877501708
7194919,0.041118707689086764,0.22874224442165092,0.7301390478892623
7198551,0.005082811161070074,0.045809827341163,0.9491073614977671
7090836,0.01054403274585043,0.08117240387780425,0.9082835633763454
7129585,0.02551947299515844,0.16074160192911435,0.8137389250757269
7107617,0.16455289202140372,0.4029802123541058,0.43246689562449026
7232120,0.0753916687253477,0.3257219603192945,0.5988863709553575
7158471,0.012386429221832038,0.05473069095378234,0.9328828798243857
7117491,0.014827759267256786,0.10598570331708114,0.8791865374156621
7194997,0.01563071733628842,0.12217858645389176,0.8621906962098194
7184842,0.17687014140174578,0.3906834585113732,0.43244640008688057
7111019,0.0750749804446764,0.3090548044994416,0.6158702150558819
7149858,0.024724996835681856,0.15571416480054473,0.8195608383637734
7141788,0.051549006962937745,0.27455815371780845,0.6738928393192536
7134172,0.07097690752710374,0.27846235247940976,0.6505607399934864
7233228,0.06524576719280838,0.2970184416366267,0.6377357911705648
7166956,0.011925677641242435,0.08485939180123059,0.9032149305575272
7134741,0.040515960266286906,0.16805665706799092,0.7914273826657222
7148587,0.012386819440918743,0.05004242236669316,0.9375707581923879
7114391,0.0636034535876578,0.2602984204042169,0.6760981260081252
7210245,0.016816014621938772,0.13040443185065634,0.8527795535274052
7200221,0.22092319169082159,0.44219669165098924,0.3368801166581893
7176451,0.00896068961287321,0.08222004276018824,0.9088192676269384
7112578,0.00980748859425287,0.07735286438371873,0.9128396470220287
7169964,0.11485527216375062,0.3674977876022048,0.5176469402340442
7129699,0.04529440150837236,0.21753225107986918,0.737173347411758
7192613,0.022154170923227398,0.1506339783050051,0.8272118507717673
7137236,0.013096818287051826,0.10156907112519095,0.8853341105877571
7129545,0.038931606739917184,0.222584744050683,0.7384836492094001
7167474,0.14235479149917313,0.34298769604496354,0.5146575124558637
7187520,0.014163308450145053,0.08998790848597182,0.8958487830638828
7219030,0.05251949206201732,0.23210921228223644,0.7153712956557465
7194762,0.018042517467738665,0.13162224253877486,0.8503352399934861
7223079,0.09607504419904861,0.30915299957209175,0.5947719562288595
7197337,0.06592628611441008,0.3041610291719255,0.6299126847136646
7103559,0.11558418296591556,0.38704296543550054,0.49737285159858385
7112266,0.11914611642513771,0.38307616867142985,0.4977777149034323
7172018,0.14982215151533873,0.41080079383569046,0.43937705464897087
7161834,0.1535929104601744,0.39799801917365213,0.4484090703661735
7135375,0.05019650281216079,0.24318959688546887,0.70661390030237
7129249,0.009947353809472505,0.08156150734285374,0.9084911388476735
7125143,0.03204693913340694,0.18831957179608946,0.7796334890705034
7151407,0.3414854274613093,0.4414553565802594,0.21705921595843156
7223550,0.008776584912809743,0.07782358717637322,0.913399827910817
7223021,0.17365240195408937,0.3850415446086352,0.441306053437275
7174183,0.078820804705926,0.3168399003962486,0.6043392948978255
7202273,0.006711703253334683,0.03442505532694998,0.9588632414197152
7161696,0.0935091096035568,0.3187646462999449,0.5877262440964983
7225795,0.02966827107891702,0.1836807367218265,0.7866509921992563
7095668,0.006166901864640883,0.06045402289092975,0.9333790752444293
7234386,0.15562917496455708,0.41005867875751495,0.4343121462779278
7230215,0.2810330088838102,0.4348882521174259,0.2840787389987639
7127331,0.03524997284529738,0.19428981797862732,0.7704602091760754
7167945,0.026498161198181627,0.1721393539909831,0.8013624848108347
7190799,0.06830726324131271,0.3016204877375694,0.6300722490211178
7120422,0.022159280856248357,0.1431384873851506,0.834702231758601
7220083,0.018981940511154333,0.09871682701565274,0.8823012324731928
7103388,0.10510739172226335,0.28012773008262853,0.6147648781951083
7163634,0.366246239922746,0.3127189375521727,0.3210348225250815
7124748,0.21426115208403237,0.43006493663136797,0.3556739112845993
7220833,0.09190561209810377,0.32959037644695616,0.5785040114549401
7214952,0.08889200603542761,0.31780953054000427,0.5932984634245685
7116891,0.08440906306705327,0.3129566863245024,0.6026342506084441
7137270,0.04319678730509965,0.24272405448836698,0.7140791582065337
7137935,0.01831501199003401,0.1061078732950652,0.8755771147149009
7150092,0.07248621897572917,0.1995698329866009,0.7279439480376697
7144140,0.01150335030702023,0.08404636725087368,0.9044502824421062
7100389,0.08481852091877413,0.27937784321611314,0.6358036358651125
7221077,0.08334801322882782,0.3354373648450734,0.5812146219260989
7219078,0.11025427126719176,0.3645835032457215,0.5251622254870866
7095541,0.0264042306438383,0.13354143580048658,0.8400543335556747
7203328,0.11522710966201927,0.3555177829715193,0.5292551073664615
7087981,0.10870601944657243,0.35805846167910116,0.5332355188743262
7229492,0.05003264249607192,0.24330899328716565,0.7066583642167626
7206615,0.021469875303884306,0.1362441021177231,0.8422860225783925
7120758,0.048536321353723766,0.23156392846029955,0.7198997501859764
7107623,0.0690746637039678,0.2885077663465868,0.6424175699494453
7136685,0.039229231640644124,0.20712307274781958,0.7536476956115363
7146873,0.0598011222095386,0.1828061652937563,0.7573927124967047
7173496,0.13708022210698134,0.3997591571442868,0.4631606207487318
7223131,0.0788391949508608,0.30176475381163853,0.6193960512375007
7126261,0.3159993828715055,0.4442439499608408,0.2397566671676538
7153662,0.007217821483382195,0.03599006666959115,0.9567921118470266
7096174,0.18125854105193295,0.4166287515609021,0.4021127073871647
7169773,0.008252144967197821,0.04222667593791507,0.949521179094887
7166336,0.004073478827242568,0.024663489332165923,0.9712630318405917
7214496,0.02399053752275876,0.15530020781236958,0.8207092546648712
7132195,0.06967913128322187,0.26023107140719054,0.6700897973095874
7105198,0.03595440741780562,0.2008007186716136,0.7632448739105803
7105648,0.05297179173179655,0.26018523829318607,0.6868429699750171
7112992,0.050906663021749565,0.22571033148574793,0.7233830054925021
7192198,0.07513885591940372,0.31935772132287243,0.6055034227577238
7105389,0.19436256958259243,0.4434871778303568,0.3621502525870508
7120917,0.027507209300922975,0.1644113388516819,0.8080814518473951
7136806,0.14995018755888861,0.37808733349543416,0.47196247894567717
7109319,0.07191050797897292,0.3128922961965892,0.615197195824438
7115282,0.03952598134198717,0.2082466988218544,0.7522273198361582
7146676,0.09095681706775105,0.3004188935384715,0.6086242893937769
7215893,0.004521221523322751,0.025462264609594634,0.9700165138670824
7165629,0.06949516578565937,0.314270762738071,0.6162340714762696
7219540,0.05296316037010522,0.1673762731596053,0.779660566470289
7136465,0.04830534268040343,0.1556485373747225,0.7960461199448744
7232225,0.030126100787118897,0.17020680133624652,0.7996670978766347
7105202,0.07274864378212222,0.30789951643844204,0.6193518397794361
7126430,0.0353363157541397,0.21536852396778172,0.7492951602780781
7111867,0.007259424510074646,0.032436744314677364,0.960303831175248
7146798,0.011605525369234064,0.09268383780745806,0.8957106368233076
7092134,0.1563366805873892,0.41541985048756536,0.42824346892504517
7156595,0.17807864544432842,0.3190699140095032,0.5028514405461686
7230524,0.14674983306890876,0.40044048404572163,0.4528096828853695
7096089,0.016187700356057454,0.11119952134419156,0.8726127782997505
7204276,0.07020470190839415,0.31741049576280483,0.6123848023288007
7187503,0.007261633842738683,0.0630434816261379,0.9296948845311238
7157119,0.028750766802747792,0.18555151558304886,0.7856977176142032
7205310,0.007188079432682928,0.06293250485254312,0.9298794157147742
7116785,0.07695618398254582,0.2664785035396732,0.6565653124777809
7220345,0.016319786792699985,0.08682003904237455,0.8968601741649256
7213335,0.028056699317406106,0.15125565259611967,0.8206876480864739
7226774,0.062047869413974235,0.2943815575052062,0.6435705730808196
7139673,0.008856089421644732,0.07964208199456133,0.9115018285837945
7158994,0.17005121854589783,0.41624978026502557,0.4136990011890763
7233238,0.008789457046934311,0.0858031157880196,0.905407427165046
7139917,0.15786919190734217,0.3733816163846532,0.46874919170800466
7141300,0.03864818785835936,0.19623491845827554,0.7651168936833653
7145411,0.020953701460952927,0.13304528587952058,0.8460010126595262
7207430,0.05687419525725152,0.14790159429796332,0.7952242104447852
7125901,0.005212362463238113,0.03067529382516343,0.9641123437115984
7148635,0.021804210423641182,0.13701031785622614,0.8411854717201326
7190493,0.008169520738623799,0.06875272967361297,0.9230777495877633
7183609,0.13121837905114478,0.3836229251714616,0.4851586957773938
7105489,0.09904187549398469,0.3677871906066377,0.5331709338993771
7199702,0.11219339554123346,0.3840751123117619,0.5037314921470045
7232177,0.024296118316063216,0.15402582774977536,0.8216780539341612
7699396,0.19420463905965596,0.404124677296163,0.401670683644181
7187542,0.09929505428304387,0.27348576860816587,0.6272191771087902
7203495,0.04956458150728004,0.2632853548685206,0.6871500636241996
7154804,0.055649214935414894,0.2851390663017599,0.6592117187628251
7213096,0.006507051754227197,0.025612954939998447,0.9678799933057745
7229112,0.040161857663438216,0.21962885448807057,0.7402092878484909
7195985,0.090125506548133,0.33740872475471834,0.5724657686971487
7128989,0.1719070214958643,0.37592197814054845,0.4521710003635873
7201340,0.21669636096354045,0.41519577326425294,0.36810786577220694
7160416,0.16803489764251286,0.40045025861366573,0.4315148437438214
7145487,0.031783397521020676,0.18240778101818356,0.7858088214607957
7132045,0.023257594932728488,0.14462172942419024,0.8321206756430809
7127946,0.17194305668320142,0.3004392865778892,0.5276176567389096
7164531,0.03357863258281834,0.1927467321558201,0.7736746352613618
7221942,0.19353996715324717,0.4311087000990188,0.37535133274773386
7192439,0.03971311913370078,0.1645522749659821,0.7957346059003174
7140922,0.07832291450007034,0.313189388982812,0.6084876965171178
7181426,0.1714556323804524,0.4174411337095348,0.4111032339100125
7088015,0.005443897514482772,0.045026621243769674,0.9495294812417479
7162106,0.13955994624363038,0.3906100919584085,0.4698299617979609
7138311,0.0062175371349295246,0.029016557100977582,0.964765905764093
7188806,0.09564370850128304,0.2966681574836466,0.6076881340150702
7164370,0.019727874956247553,0.12865423756724984,0.8516178874765025
